"admission_date","release_date","race","ethnicity","admission_status","charge","severity","bail_eligible"
2019-08-21,2019-11-08,"White","Unknown","Sentenced","VTL 0511","Non-Felony","Non-Eligible"
2019-07-18,2019-07-21,"White","Unknown","Pretrial","VTL 0511","Non-Felony","Non-Eligible"
2019-05-03,2019-05-07,"Asian","Unknown","Pretrial","VTL 0511","Non-Felony","Non-Eligible"
2019-08-20,2019-08-24,"Other","Unknown","Pretrial","VTL 0511","Non-Felony","Non-Eligible"
2019-10-22,2019-10-26,"Other","Unknown","Pretrial","VTL 0511","Non-Felony","Non-Eligible"
2019-04-04,2019-04-19,"Black","Unknown","Pretrial","VTL 0511","Non-Felony","Non-Eligible"
2019-08-14,2019-12-31,"Other","Unknown","Pretrial","VTL 0511","Non-Felony","Non-Eligible"
2019-06-28,NA,"Black","Unknown","Pretrial","VTL 0511","Non-Felony","Non-Eligible"
2019-07-25,2019-07-31,"Other","Unknown","Pretrial","VTL 0511","Non-Felony","Non-Eligible"
2020-08-02,2020-08-04,"Black","Unknown","Pretrial","VTL 0511","Non-Felony","Non-Eligible"
2019-01-13,2019-02-08,"Black","Unknown","Pretrial","VTL 0511","Non-Felony","Non-Eligible"
2020-02-03,2020-02-05,"White","Unknown","Pretrial","VTL 0511","Non-Felony","Non-Eligible"
2019-05-02,2019-05-23,"White","Unknown","Pretrial","VTL 0511","Non-Felony","Non-Eligible"
2019-10-15,2019-10-16,"Other","Unknown","Pretrial","VTL 0511","Non-Felony","Non-Eligible"
2019-06-05,2019-06-21,"White","Unknown","Pretrial","VTL 0511","Non-Felony","Non-Eligible"
2020-09-29,NA,"Black","Unknown","Pretrial","VTL 0511","Non-Felony","Non-Eligible"
2019-10-11,2019-10-12,"White","Unknown","Pretrial","VTL 0511","Non-Felony","Non-Eligible"
2019-10-03,2019-10-05,"Asian","Unknown","Pretrial","VTL 0511","Non-Felony","Non-Eligible"
2019-06-13,2019-07-08,"Other","Unknown","Sentenced","VTL 0511","Non-Felony","Non-Eligible"
2019-02-28,2019-03-09,"Black","Unknown","Sentenced","VTL 0511","Non-Felony","Non-Eligible"
2019-05-24,2019-05-30,"White","Unknown","Pretrial","VTL 0511","Non-Felony","Non-Eligible"
2019-09-12,2020-01-23,"Other","Unknown","Pretrial","VTL 0511","Non-Felony","Non-Eligible"
2019-02-10,2019-02-12,"Other","Unknown","Pretrial","VTL 0511","Non-Felony","Non-Eligible"
2019-07-28,2019-08-14,"Other","Unknown","Pretrial","VTL 0511","Non-Felony","Non-Eligible"
2020-03-01,2020-03-04,"Black","Unknown","Pretrial","VTL 0511","Non-Felony","Non-Eligible"
2019-05-11,2019-05-12,"Black","Unknown","Pretrial","VTL 0511","Non-Felony","Non-Eligible"
2019-11-09,2019-11-11,"Black","Unknown","Pretrial","VTL 0512","Non-Felony","Non-Eligible"
2019-03-27,2019-03-29,"Other","Unknown","Pretrial","VTL 0512","Non-Felony","Non-Eligible"
2019-07-30,2019-08-10,"Black","Unknown","Pretrial","VTL 0600","Non-Violent Felony","Non-Eligible"
2019-03-13,2019-03-16,"Black","Unknown","Pretrial","VTL 0600","Non-Violent Felony","Non-Eligible"
2019-05-07,2019-06-05,"White","Unknown","Pretrial","VTL 0600","Non-Violent Felony","Non-Eligible"
2019-03-01,2019-06-05,"White","Unknown","Other","VTL 0600","Non-Violent Felony","Non-Eligible"
2019-03-29,2020-04-21,"Other","Unknown","Pretrial","VTL 0600","Non-Violent Felony","Non-Eligible"
2019-02-09,2019-02-18,"White","Unknown","Pretrial","VTL 0600","Non-Violent Felony","Non-Eligible"
2020-10-05,2020-11-13,"Black","Unknown","Unknown","VTL 0600","Non-Violent Felony","Non-Eligible"
2020-03-17,2020-04-04,"Black","Unknown","Pretrial","PL 100.10","Non-Violent Felony","Non-Eligible"
2020-09-01,2020-10-22,"White","Unknown","Pretrial","PL 100.10","Non-Violent Felony","Non-Eligible"
2019-08-07,2019-08-22,"Black","Unknown","Pretrial","PL 105.05","Non-Violent Felony","Non-Eligible"
2019-06-10,2019-07-25,"Other","Unknown","Sentenced","PL 105.05","Non-Violent Felony","Non-Eligible"
2019-09-26,2019-12-24,"Black","Unknown","Pretrial","PL 105.05","Non-Violent Felony","Non-Eligible"
2019-06-12,2020-02-10,"Other","Unknown","Pretrial","PL 105.05","Non-Violent Felony","Non-Eligible"
2019-04-08,2019-10-15,"Black","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-09-10,2019-09-25,"Other","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-05-23,2019-05-25,"Black","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-02-14,2019-02-22,"Other","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-04-05,NA,"Black","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-08-09,2019-08-14,"Black","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-07-18,2019-11-26,"Black","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-08-07,2019-08-15,"Black","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-01-29,2019-03-07,"Black","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-11-12,2019-11-28,"Black","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-08-06,2019-08-14,"Black","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2020-10-27,2020-10-29,"Other","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-11-12,2019-11-16,"White","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-05-28,2019-07-09,"Other","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-08-07,2019-08-16,"Other","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-01-10,2019-01-17,"Other","Unknown","Unknown","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-04-05,2019-04-09,"Other","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-05-10,2019-11-08,"Other","Unknown","Sentenced","PL 105.10","Non-Violent Felony","Non-Eligible"
2020-10-15,NA,"Other","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-11-12,2019-11-16,"Black","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-05-01,2019-05-04,"Other","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-02-06,2019-02-15,"Black","Unknown","Unknown","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-05-28,2019-11-23,"Other","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-05-21,2019-10-24,"Other","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-02-25,2019-03-20,"White","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-11-12,2019-11-16,"Black","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2020-01-23,NA,"Black","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2020-02-14,2020-02-25,"Black","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2020-01-29,2020-05-22,"Black","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-05-21,2019-06-07,"Other","Unknown","Unknown","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-10-08,2019-10-16,"Black","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-11-12,2019-12-12,"Black","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-11-12,2019-12-12,"Black","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-08-07,2019-08-24,"Other","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-05-28,2019-07-13,"Other","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2020-01-23,2020-02-06,"Other","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2020-01-17,2020-03-26,"Other","Unknown","Sentenced","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-05-28,2019-06-15,"Other","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2020-02-14,2020-07-03,"Black","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-04-05,2019-04-11,"Black","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-08-06,2019-08-15,"Black","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-01-15,2019-08-09,"Other","Unknown","Pretrial","PL 105.10","Non-Violent Felony","Non-Eligible"
2019-05-14,2019-05-20,"Other","Unknown","Unknown","PL 105.13","Non-Violent Felony","Non-Eligible"
2019-10-10,2019-11-02,"Other","Unknown","Pretrial","PL 105.13","Non-Violent Felony","Non-Eligible"
2019-10-03,2019-10-16,"Black","Unknown","Pretrial","PL 105.13","Non-Violent Felony","Non-Eligible"
2019-01-15,2019-01-25,"Black","Unknown","Unknown","PL 105.13","Non-Violent Felony","Non-Eligible"
2019-07-08,2020-09-25,"Black","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2020-02-18,2020-08-18,"Black","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-07-08,NA,"Black","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-02-19,2019-02-26,"Black","Unknown","Unknown","PL 105.15","Non-Violent Felony","Eligible"
2020-10-02,NA,"Other","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-05-01,2019-12-30,"Other","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2020-02-19,NA,"Black","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-07-08,2020-01-08,"Black","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-05-21,2019-08-08,"Other","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2020-10-22,2020-11-20,"Black","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-01-15,2019-01-24,"Black","Unknown","Unknown","PL 105.15","Non-Violent Felony","Eligible"
2020-10-02,NA,"White","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2020-10-02,2020-10-24,"White","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-03-05,2019-05-09,"Black","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-01-25,2019-12-10,"Other","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-04-12,2019-04-24,"Other","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-07-19,2019-12-06,"Black","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-12-12,2019-12-17,"Black","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2020-01-29,2020-02-11,"Black","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-07-02,2019-07-16,"Black","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-07-02,2019-09-07,"Black","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-01-16,2019-01-24,"Black","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-07-08,NA,"Black","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-05-03,2019-06-28,"Other","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-04-22,2019-12-21,"Other","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-07-08,2019-12-20,"Other","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-02-15,2019-10-17,"Black","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-04-04,2020-08-25,"Black","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2020-02-05,2020-09-17,"Other","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-08-22,2019-12-24,"Black","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-06-18,NA,"Other","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-07-02,2020-05-22,"Black","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-01-04,2019-01-16,"Black","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-07-02,2019-07-04,"Black","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2020-12-12,NA,"Unknown","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-01-28,2019-02-21,"Other","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-06-10,2019-10-04,"Other","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-07-08,NA,"Black","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-07-02,2019-07-06,"Black","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-07-02,2019-11-07,"Black","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-03-30,2019-04-19,"White","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-06-05,2019-06-11,"White","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2020-12-28,NA,"Black","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-07-02,2019-07-04,"Black","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-05-21,2019-06-04,"Other","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-01-16,2019-01-26,"Other","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-12-20,2020-01-11,"Black","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2020-10-29,NA,"Other","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2019-06-06,2019-12-13,"Other","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2020-10-29,2020-11-07,"Other","Unknown","Pretrial","PL 105.15","Non-Violent Felony","Eligible"
2020-12-14,NA,"Black","Unknown","Pretrial","PL 105.17","Violent Felony","Eligible"
2019-09-27,2020-12-05,"Other","Unknown","Pretrial","PL 105.17","Violent Felony","Eligible"
2019-07-11,2019-07-13,"Black","Unknown","Pretrial","PL 105.17","Violent Felony","Eligible"
2019-01-29,NA,"Black","Unknown","Pretrial","PL 105.17","Violent Felony","Eligible"
2019-01-29,2019-05-25,"Other","Unknown","Pretrial","PL 105.17","Violent Felony","Eligible"
2019-07-30,2019-11-05,"Black","Unknown","Pretrial","PL 105.17","Violent Felony","Eligible"
2020-01-30,2020-08-05,"Black","Unknown","Pretrial","PL 105.17","Violent Felony","Eligible"
2019-01-29,2019-05-02,"Other","Unknown","Pretrial","PL 105.17","Violent Felony","Eligible"
2019-07-09,2020-03-27,"Black","Unknown","Sentenced","PL 110-105.10","Non-Violent Felony","Non-Eligible"
2019-01-15,2019-03-21,"Other","Unknown","Pretrial","PL 110-105.15","Non-Violent Felony","Non-Eligible"
2019-05-05,2019-07-11,"Black","Unknown","Other","PL 110-120.00","Non-Felony","Non-Eligible"
2020-06-07,2020-06-10,"Other","Unknown","Pretrial","PL 110-120.00","Non-Felony","Non-Eligible"
2019-09-09,2019-12-17,"Black","Unknown","Other","PL 110-120.00","Non-Felony","Non-Eligible"
2019-03-17,2019-03-19,"Black","Unknown","Pretrial","PL 110-120.00","Non-Felony","Non-Eligible"
2020-10-15,2020-10-22,"Black","Unknown","Pretrial","PL 110-120.00","Non-Felony","Non-Eligible"
2019-02-10,2019-02-13,"Black","Unknown","Pretrial","PL 110-120.00","Non-Felony","Non-Eligible"
2019-01-04,2019-01-16,"Black","Unknown","Other","PL 110-120.00","Non-Felony","Non-Eligible"
2020-09-08,2020-09-15,"Black","Unknown","Pretrial","PL 110-120.00","Non-Felony","Non-Eligible"
2020-03-07,2020-04-04,"Black","Unknown","Other","PL 110-120.00","Non-Felony","Non-Eligible"
2019-07-18,2019-08-07,"White","Unknown","Pretrial","PL 110-120.00","Non-Felony","Non-Eligible"
2019-01-16,2019-03-15,"Black","Unknown","Pretrial","PL 110-120.00","Non-Felony","Non-Eligible"
2019-09-25,2019-10-06,"Black","Unknown","Other","PL 110-120.00","Non-Felony","Non-Eligible"
2019-04-13,2019-10-11,"Black","Unknown","Other","PL 110-120.00","Non-Felony","Non-Eligible"
2020-09-11,2020-09-26,"Black","Unknown","Other","PL 110-120.00","Non-Felony","Non-Eligible"
2019-04-17,2019-04-19,"Other","Unknown","Pretrial","PL 110-120.00","Non-Felony","Non-Eligible"
2019-07-15,2019-09-12,"Other","Unknown","Other","PL 110-120.00","Non-Felony","Non-Eligible"
2019-07-18,2019-07-19,"Black","Unknown","Pretrial","PL 110-120.00","Non-Felony","Non-Eligible"
2020-05-15,2020-05-21,"Other","Unknown","Pretrial","PL 110-120.00","Non-Felony","Non-Eligible"
2019-05-21,2019-06-14,"Black","Unknown","Other","PL 110-120.00","Non-Felony","Non-Eligible"
2020-09-26,NA,"Other","Unknown","Other","PL 110-120.00","Non-Felony","Non-Eligible"
2019-01-01,2019-01-03,"Other","Unknown","Pretrial","PL 110-120.00","Non-Felony","Non-Eligible"
2019-03-15,2019-04-25,"White","Unknown","Pretrial","PL 110-120.00","Non-Felony","Non-Eligible"
2019-05-25,2019-05-27,"Black","Unknown","Pretrial","PL 110-120.00","Non-Felony","Non-Eligible"
2019-01-24,2019-02-13,"Black","Unknown","Pretrial","PL 110-120.00","Non-Felony","Non-Eligible"
2019-03-24,2019-07-27,"Black","Unknown","Other","PL 110-120.00","Non-Felony","Non-Eligible"
2019-06-06,2019-08-21,"Black","Unknown","Other","PL 110-120.00","Non-Felony","Non-Eligible"
2019-04-29,2019-05-02,"Other","Unknown","Sentenced","PL 110-120.00","Non-Felony","Non-Eligible"
2019-04-14,2019-04-18,"White","Unknown","Pretrial","PL 110-120.00","Non-Felony","Non-Eligible"
2020-06-04,2020-10-21,"Black","Unknown","Other","PL 110-120.00","Non-Felony","Non-Eligible"
2019-05-30,2019-06-19,"Black","Unknown","Other","PL 110-120.00","Non-Felony","Non-Eligible"
2019-04-01,2019-04-19,"Black","Unknown","Pretrial","PL 110-120.00","Non-Felony","Non-Eligible"
2019-04-26,2019-05-14,"Black","Unknown","Pretrial","PL 110-120.00","Non-Felony","Non-Eligible"
2019-11-20,2019-12-06,"Black","Unknown","Other","PL 110-120.00","Non-Felony","Non-Eligible"
2019-06-28,2019-07-03,"Other","Unknown","Pretrial","PL 110-120.00","Non-Felony","Non-Eligible"
2019-03-27,2019-03-30,"Black","Unknown","Pretrial","PL 110-120.00","Non-Felony","Non-Eligible"
2019-05-21,2019-05-29,"Black","Unknown","Pretrial","PL 110-120.00","Non-Felony","Non-Eligible"
2019-12-06,2019-12-24,"Black","Unknown","Pretrial","PL 110-120.00","Non-Felony","Non-Eligible"
2020-02-02,2020-03-06,"Black","Unknown","Pretrial","PL 110-120.00","Non-Felony","Non-Eligible"
2019-10-09,2019-10-11,"Other","Unknown","Pretrial","PL 110-120.00","Non-Felony","Non-Eligible"
2019-05-01,2019-05-05,"Black","Unknown","Pretrial","PL 110-120.00","Non-Felony","Non-Eligible"
2019-12-04,2019-12-07,"Black","Unknown","Pretrial","PL 110-120.00","Non-Felony","Non-Eligible"
2020-01-08,2020-01-23,"Other","Unknown","Pretrial","PL 110-120.00","Non-Felony","Non-Eligible"
2019-11-05,2019-11-09,"Black","Unknown","Pretrial","PL 110-120.00","Non-Felony","Non-Eligible"
2019-11-19,2020-01-15,"Other","Unknown","Sentenced","PL 110-120.00","Non-Felony","Non-Eligible"
2019-01-10,2019-01-30,"Other","Unknown","Pretrial","PL 110-120.05","Non-Violent Felony","Eligible"
2019-06-12,2019-06-18,"Black","Unknown","Pretrial","PL 110-120.05","Non-Violent Felony","Eligible"
2020-04-29,2020-05-06,"White","Unknown","Pretrial","PL 110-120.05","Non-Violent Felony","Eligible"
2019-09-27,2019-10-03,"Black","Unknown","Pretrial","PL 110-120.05","Non-Violent Felony","Eligible"
2019-06-16,2019-07-16,"White","Unknown","Pretrial","PL 110-120.05","Non-Violent Felony","Eligible"
2020-06-12,2020-06-27,"Black","Unknown","Other","PL 110-120.05","Non-Violent Felony","Eligible"
2020-02-28,2020-03-15,"Black","Unknown","Other","PL 110-120.05","Non-Violent Felony","Eligible"
2019-05-11,2019-06-19,"Black","Unknown","Pretrial","PL 110-120.05","Non-Violent Felony","Eligible"
2019-03-01,2019-05-06,"Black","Unknown","Pretrial","PL 110-120.05","Non-Violent Felony","Eligible"
2019-07-25,2019-07-30,"Black","Unknown","Pretrial","PL 110-120.05","Non-Violent Felony","Eligible"
2020-01-03,2020-01-18,"White","Unknown","Pretrial","PL 110-120.05","Non-Violent Felony","Eligible"
2019-04-29,2019-05-02,"Black","Unknown","Pretrial","PL 110-120.05","Non-Violent Felony","Eligible"
2019-02-28,2019-06-29,"Black","Unknown","Pretrial","PL 110-120.05","Non-Violent Felony","Eligible"
2019-11-12,2019-11-19,"Other","Unknown","Other","PL 110-120.05","Non-Violent Felony","Eligible"
2019-01-09,2019-06-28,"Black","Unknown","Sentenced","PL 110-120.05","Non-Violent Felony","Eligible"
2019-04-11,2019-04-13,"Black","Unknown","Pretrial","PL 110-120.05","Non-Violent Felony","Eligible"
2019-02-06,2019-04-29,"Other","Unknown","Pretrial","PL 110-120.05","Non-Violent Felony","Eligible"
2020-01-10,2020-03-26,"Other","Unknown","Pretrial","PL 110-120.05","Non-Violent Felony","Eligible"
2019-08-01,2019-12-21,"Other","Unknown","Pretrial","PL 110-120.05","Non-Violent Felony","Eligible"
2020-09-22,NA,"Other","Unknown","Pretrial","PL 110-120.05","Non-Violent Felony","Eligible"
2019-10-04,2019-10-05,"Black","Unknown","Pretrial","PL 110-120.05","Non-Violent Felony","Eligible"
2019-09-02,2019-09-07,"White","Unknown","Pretrial","PL 110-120.05","Non-Violent Felony","Eligible"
2019-02-26,2019-05-09,"Black","Unknown","Pretrial","PL 110-120.05","Non-Violent Felony","Eligible"
2020-12-29,NA,"Black","Unknown","Pretrial","PL 110-120.05","Non-Violent Felony","Eligible"
2019-07-16,2019-10-03,"Black","Unknown","Pretrial","PL 110-120.05","Non-Violent Felony","Eligible"
2019-06-13,2019-11-14,"Other","Unknown","Pretrial","PL 110-120.05","Non-Violent Felony","Eligible"
2019-11-07,2019-11-20,"Other","Unknown","Pretrial","PL 110-120.05","Non-Violent Felony","Eligible"
2020-01-28,2020-02-19,"Black","Unknown","Other","PL 110-120.05","Non-Violent Felony","Eligible"
2019-10-30,2019-12-31,"Other","Unknown","Pretrial","PL 110-120.05","Non-Violent Felony","Eligible"
2019-10-04,2020-03-17,"Black","Unknown","Sentenced","PL 110-120.05","Non-Violent Felony","Eligible"
2019-05-23,2019-07-20,"Other","Unknown","Sentenced","PL 110-120.05","Non-Violent Felony","Eligible"
2020-09-06,2020-09-09,"White","Unknown","Pretrial","PL 110-120.05","Non-Violent Felony","Eligible"
