"admission_date","release_date","race","ethnicity","admission_status","charge","severity","bail_eligible"
2019-03-26,2019-04-03,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-01-16,2020-03-21,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-09-22,2020-10-01,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-26,2019-04-25,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-07-13,2020-07-27,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-26,2019-03-28,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-07-18,2019-07-26,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-09-26,2020-09-29,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-15,2019-05-22,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-07,2019-07-10,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-28,2019-04-23,"White","Unknown","Pretrial",NA,NA,"Unknown"
2020-09-30,2020-10-03,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-09-30,2020-10-24,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-29,2020-04-23,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-07-18,2019-07-19,"Unknown","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-29,2019-04-09,"White","Unknown","Pretrial",NA,NA,"Unknown"
2020-10-03,2020-10-15,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-30,2019-04-06,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-04,2019-07-26,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-10-04,2020-10-06,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-10-05,2020-11-05,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-09-30,2019-10-16,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-31,2019-04-01,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-15,2019-02-20,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-01,2019-10-09,"Unknown","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-01,2019-04-04,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-21,2019-06-24,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-01-09,2019-03-05,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-10-08,NA,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-29,2019-06-14,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-02,2019-04-19,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-10-09,2020-10-20,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-09,2019-01-10,"Unknown","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-14,2019-07-24,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-10-15,2020-01-09,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-02-20,2020-02-21,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-11-23,NA,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-03,2019-04-17,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-03,2019-10-04,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-03,2019-04-18,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-03,2019-05-31,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-08-13,2019-09-18,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-19,2019-05-22,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-10-15,NA,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-04,2019-05-02,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-08-12,NA,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-07-26,2020-04-23,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-12-16,2020-01-08,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-05,2019-04-13,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-05,2019-04-12,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-10-18,2020-10-22,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-05,2019-04-16,"Asian","Unknown","Pretrial",NA,NA,"Unknown"
2020-10-19,2020-11-03,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-05,2019-04-09,"White","Unknown","Pretrial",NA,NA,"Unknown"
2020-10-19,2020-10-21,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-05,2019-08-08,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-08-14,2019-09-07,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-06,2019-04-17,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-10,2019-08-21,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-07,2019-04-08,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-07-01,2020-04-02,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-01-06,2020-01-14,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-02-21,2019-06-22,"Other","Unknown","Parole",NA,NA,"Unknown"
2020-10-25,2020-10-31,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-08,2019-04-19,"Asian","Unknown","Pretrial",NA,NA,"Unknown"
2019-11-13,2019-11-20,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-09,2019-04-11,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-07-31,2019-11-04,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-09,2019-05-04,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-10-30,2019-10-31,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-09-15,2020-12-12,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-10,2019-04-18,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-11-01,NA,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-11,2019-05-01,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-01-22,2020-04-25,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-11-18,NA,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-08-21,2019-08-28,"Black","Unknown","Unknown",NA,NA,"Unknown"
2019-04-11,2019-04-27,"White","Unknown","Pretrial",NA,NA,"Unknown"
2020-11-03,2020-11-12,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-11-03,2020-11-13,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-11-04,2020-11-06,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-08-01,2019-09-28,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-04-12,2019-07-26,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-01-04,2019-03-05,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-11-05,2020-11-13,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-12,2019-10-12,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-01-02,2020-01-10,"White","Unknown","Unknown",NA,NA,"Unknown"
2020-01-02,2020-03-18,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-10-12,2019-11-26,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-11-08,2020-11-09,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-02-12,2020-03-15,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-01-22,2020-02-12,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-08-07,2019-08-22,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-14,2019-05-09,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-04,2020-04-23,"White","Unknown","Pretrial",NA,NA,"Unknown"
2020-01-13,2020-04-15,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-01,2019-04-05,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-02-21,2020-02-22,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-11-14,2020-11-25,"White","Unknown","Pretrial",NA,NA,"Unknown"
2020-11-03,NA,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-24,2019-06-03,"Other","Unknown","Unknown",NA,NA,"Unknown"
2020-11-17,2020-12-15,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-16,2019-04-18,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-16,2019-04-18,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-03-14,2020-04-02,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-07-19,2020-02-28,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-17,2020-04-23,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-17,2019-04-26,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-10-28,2019-12-26,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-10,2019-03-29,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-04-18,2019-04-26,"Asian","Unknown","Pretrial",NA,NA,"Unknown"
2020-03-06,2020-04-15,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-04-19,2019-05-01,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-05-03,2020-06-18,"White","Unknown","Parole",NA,NA,"Unknown"
2020-11-23,2020-11-28,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-08-08,2019-08-16,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-20,2019-04-23,"Other","Unknown","Sentenced",NA,NA,"Unknown"
2020-11-25,NA,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-12-10,2020-12-30,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-20,2019-05-01,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-15,2019-05-16,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-02-09,2020-05-08,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-04-26,2019-06-06,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-04-22,2019-09-14,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-24,2019-08-16,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-01-30,2020-02-29,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-11-04,NA,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-04-23,2019-05-07,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-07-29,NA,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-23,2019-04-25,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-24,2019-05-10,"Black","Unknown","Sentenced",NA,NA,"Unknown"
2019-04-24,2019-07-24,"Asian","Unknown","Parole",NA,NA,"Unknown"
2020-01-10,2020-02-12,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-04-24,2019-05-10,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-11-05,2020-12-24,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-14,2019-05-21,"Black","Unknown","Unknown",NA,NA,"Unknown"
2019-04-25,2019-05-14,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-07-11,NA,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-03-03,2020-03-31,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-01-15,2020-01-18,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-08-17,2019-09-06,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-26,2019-05-19,"Asian","Unknown","Pretrial",NA,NA,"Unknown"
2020-01-15,2020-02-07,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-12-10,2020-12-12,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-11-08,NA,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-08-22,2019-09-07,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-28,2019-05-02,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-28,2019-05-15,"White","Unknown","Pretrial",NA,NA,"Unknown"
2020-08-20,2020-08-25,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-12-12,2020-12-13,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-29,2019-05-02,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-07-10,2019-09-03,"Other","Unknown","Sentenced",NA,NA,"Unknown"
2019-04-30,2019-05-22,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-05-13,NA,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-12-22,NA,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-03-05,2019-03-13,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-08,2019-05-15,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-08-07,2019-08-15,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-08-12,2020-01-16,"Asian","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-10,2019-05-15,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-02,2019-05-21,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-09-15,NA,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-14,2019-10-11,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-02,2019-05-04,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-19,2019-02-01,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-28,2019-08-06,"Asian","Unknown","Pretrial",NA,NA,"Unknown"
2019-08-05,2019-08-16,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-02,2019-05-04,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-02,2019-05-17,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-19,2019-05-14,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-12-28,NA,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-04,2019-09-27,"White","Unknown","Pretrial",NA,NA,"Unknown"
2020-02-23,2020-03-07,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-04,2019-05-22,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-04,2019-06-08,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-05,2019-05-30,"Other","Unknown","Unknown",NA,NA,"Unknown"
2019-08-31,2019-09-20,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-09-02,2019-09-20,"White","Unknown","Pretrial",NA,NA,"Unknown"
2020-05-16,2020-06-04,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-06,2019-05-21,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-06,2019-05-21,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-06,2019-05-14,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-08-28,2019-10-25,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-10-25,2019-11-01,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-07,2019-07-04,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-05-08,2019-05-16,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-08-07,2019-11-26,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-08-24,2019-08-27,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-12-27,2020-01-03,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-08,2019-05-10,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-07-16,2019-07-23,"Black","Unknown","Unknown",NA,NA,"Unknown"
2019-04-17,2019-05-04,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-08-25,NA,"Black","Unknown","Unknown",NA,NA,"Unknown"
2019-08-08,2019-09-26,"Asian","Unknown","Parole",NA,NA,"Unknown"
2019-03-06,2019-07-15,"Asian","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-09,2019-11-11,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-04,2019-05-25,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-05-09,2019-05-11,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-09-06,2019-09-13,"White","Unknown","Pretrial",NA,NA,"Unknown"
2020-10-20,2020-10-23,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-24,2019-02-26,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-10,2019-05-25,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-10,2019-08-20,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-12-22,NA,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-22,2019-02-27,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-10-24,2019-10-31,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-08-30,2019-09-04,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-12,2019-05-24,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-12,2019-05-22,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-13,2019-11-20,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-10-31,2020-01-08,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-05-13,2019-06-11,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-15,2019-05-17,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-15,2019-05-30,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-15,2019-05-22,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-05-15,2019-05-24,"Other","Unknown","Sentenced",NA,NA,"Unknown"
2019-09-12,2019-12-10,"Unknown","Unknown","Pretrial",NA,NA,"Unknown"
2019-09-15,2019-12-14,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-05-15,2019-05-24,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-30,2019-02-01,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-16,2019-05-18,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-17,2019-05-23,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-17,2019-06-24,"Other","Unknown","Sentenced",NA,NA,"Unknown"
2019-10-28,2020-01-23,"White","Unknown","Parole",NA,NA,"Unknown"
2020-03-04,2020-03-06,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-08-05,2020-09-15,"Other","Unknown","Parole",NA,NA,"Unknown"
2020-08-27,2020-09-02,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-18,2019-05-21,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-09-16,2019-09-20,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-02-03,2020-02-11,"Black","Unknown","Unknown",NA,NA,"Unknown"
2019-10-10,2020-03-28,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-02-26,2020-03-05,"White","Unknown","Unknown",NA,NA,"Unknown"
2020-04-24,2020-04-30,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-09-19,2019-09-23,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-23,2019-07-10,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-05-23,2019-05-25,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-03-07,2020-05-08,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-08-09,2019-10-25,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-04,2019-03-12,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-05-25,NA,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-05-25,2020-02-21,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-05-03,2020-05-05,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-26,2019-06-22,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-15,2019-03-06,"Black","Unknown","Unknown",NA,NA,"Unknown"
2019-05-27,2019-06-12,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-08-05,2020-08-07,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-02-12,2020-04-02,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-14,2019-05-25,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-12-04,2020-02-21,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-05-28,2019-05-30,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-29,2019-06-12,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-05-29,2019-08-03,"Other","Unknown","Parole",NA,NA,"Unknown"
2020-05-20,2020-05-22,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-23,2019-06-28,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-09-25,2019-11-28,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-02-08,2019-03-19,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-09-26,2019-09-28,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-29,2019-05-31,"White","Unknown","Pretrial",NA,NA,"Unknown"
2020-05-22,2020-05-26,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-30,2019-07-31,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-12-12,2020-03-15,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-10-23,NA,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-04-17,2019-08-09,"Other","Unknown","Sentenced",NA,NA,"Unknown"
2019-05-30,2019-06-21,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-30,2019-06-28,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-31,NA,"Asian","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-31,2019-07-10,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-09-30,2019-10-24,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-04-30,NA,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-03-11,2020-03-26,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-10-01,2019-10-03,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-09-17,2019-10-11,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-10-01,2020-01-16,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-10-03,2020-04-12,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-03-11,2020-04-15,"White","Unknown","Parole",NA,NA,"Unknown"
2019-06-02,2019-12-03,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-10-09,2020-11-03,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-25,2019-03-13,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-09-25,2019-10-04,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-07-10,2019-08-20,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-06-04,2019-06-08,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-04,2019-07-06,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-06-04,2019-07-02,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-06-04,2020-01-22,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-07-10,2019-08-07,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-06-05,2019-06-19,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-06,2019-06-14,"White","Unknown","Pretrial",NA,NA,"Unknown"
2020-09-11,2020-12-22,"White","Unknown","Parole",NA,NA,"Unknown"
2019-01-18,2019-05-15,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-06,2019-06-20,"Unknown","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-06,2019-06-08,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-06,2019-06-08,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-10-12,2019-10-19,"Other","Unknown","Sentenced",NA,NA,"Unknown"
2019-04-08,2019-08-14,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-07-08,NA,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-07,2019-06-26,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-06-07,2019-07-01,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-06-07,2019-07-07,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-07,2019-06-11,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-03-19,2020-05-13,"Asian","Unknown","Parole",NA,NA,"Unknown"
2020-01-03,2020-01-24,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-06-08,2019-06-11,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-08,2019-06-25,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-01-03,2020-02-12,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-06-08,2020-02-05,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-15,2019-03-29,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-01-06,2020-01-18,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-06-10,2019-06-19,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-10,2019-09-21,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-02-19,2020-04-18,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-10-15,2020-10-27,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-31,2019-02-08,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-08-25,NA,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-03-09,2020-11-06,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-03-19,2020-08-05,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-07-09,NA,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-10-15,2019-10-17,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-12,2019-07-27,"Other","Unknown","Parole",NA,NA,"Unknown"
2020-11-10,2020-11-24,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-06-12,2019-06-27,"Asian","Unknown","Pretrial",NA,NA,"Unknown"
2020-02-07,2020-02-11,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-12,2019-06-28,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-12,2019-08-24,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-12,2019-06-14,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-13,2019-06-15,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-10-17,2019-10-19,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-14,NA,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-12-16,2020-02-01,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-05-13,2020-05-16,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-15,2019-06-18,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-01,2019-02-05,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-12-12,NA,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-10-23,2020-02-20,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-16,2019-07-11,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-12-28,NA,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-12-05,2020-02-07,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-12,2019-05-30,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-18,2019-06-20,"White","Unknown","Sentenced",NA,NA,"Unknown"
2019-06-19,2019-07-27,"Other","Unknown","Parole",NA,NA,"Unknown"
